appid,name,release_date,price
658500,Ultra Space Battle Brawl,2018-10-04,7.19
658510,Dark Eden Origin,2017-08-17,0.0
658530,Grisaia Phantom Trigger Vol.3,2017-07-27,10.99
658550,Zup! Zero 2,2018-09-11,0.79
658560,Zup! 7,2017-12-12,0.79
658570,FURIDASHI: Drift Cyber Sport,2017-11-02,10.99
658590,She and the Light Bearer,2019-01-17,7.19
658600,Lawnmower Game,2017-07-20,1.59
658610,位面穿越者-三国传(A Bit Crosser-Three Kingdoms),2017-07-25,1.69
658620,Wonderful Everyday Down the Rabbit-Hole,2017-08-30,22.99
658630,Anonymous ME,2017-10-13,4.99
658660,Way of Defector,2017-12-12,2.09
658690,Rage in Peace,2018-11-08,10.29
658700,V-Rally 4,2018-09-25,39.99
658750,Planet 2117,2017-07-13,3.19
658760,Teal,2017-12-14,2.89
658770,Dreamals: Dream Quest,2017-07-09,6.99
658780,Bomb Chicken,2019-04-16,11.99
658790,Samurai Riot,2017-09-13,10.99
658800,Fantasy Mosaics 16: Six Colors in Wonderland,2017-07-10,5.19
658810,Flux8,2017-08-07,4.99
658850,Do Not Feed the Monkeys,2018-10-23,8.99
658870,EXIT 2 - Directions,2017-09-02,5.99
658880,Jammerball,2018-03-05,2.09
658970,CasinoRPG,2018-01-16,0.0
658980,Valnir Rok Survival RPG,2017-09-26,14.99
658990,Icycle: On Thin Ice,2017-10-25,5.19
659000,Meta Star,2017-08-23,0.0
659040,Intrusion Protocol,2017-07-20,2.09
659090,Proviant,2017-07-17,2.79
659100,Skyfall,2017-07-28,2.79
659110,Vicious Attack Llama Apocalypse,2018-02-26,11.39
659130,Shopping Tycoon,2017-09-12,6.99
659160,Rain of Pumpkins,2017-10-23,1.99
659170,Super Flipside,2017-07-18,1.69
659180,Medieval Mystery Match,2017-08-01,6.99
659190,"Sorry, James",2017-11-10,3.99
659220,PROJECT MAZE,2018-05-28,3.99
659250,Panda Love,2017-07-14,0.79
659260,Canvas Quest,2017-07-15,1.69
659320,Pixel Pursuit,2017-07-06,4.79
659460,RiotZ,2017-07-06,2.79
659480,The Initiate,2017-08-01,10.29
659490,Devil In The Capital,2017-07-04,6.99
659510,Ghostie Quest,2017-08-04,1.59
659540,Warsim: The Realm of Aslona,2017-06-28,3.99
659560,VITATIO,2017-07-28,1.59
659570,LQVE: Lion Quest Versus Expanded,2017-12-14,2.99
659630,Tiny Toyfare,2017-10-18,0.0
659720,Xenocite Clad,2018-06-29,10.99
659790,Hero of the Galactic Core,2017-08-10,8.29
659810,bead,2017-07-17,0.79
659820,Symbiotic Overload,2017-07-20,3.99
659830,The war god : The artifact,2017-07-21,4.79
659860,作业本战记（exercise book epic）,2017-07-05,0.79
659870,Don't Die!,2017-10-11,3.99
659890,Fantasy Mosaics 17: New Palette,2017-07-17,5.19
659900,Aetherspace,2017-07-03,0.0
659920,Transports,2018-01-18,13.99
659940,Travel Riddles: Trip To France,2017-07-16,7.19
659950,Travel Riddles: Trip To Italy,2017-07-13,7.19
660030,Fantasy Mosaics 18: Explore New Colors,2017-07-23,5.19
660040,Diving Trunks,2017-06-20,0.79
660070,Chromatic,2017-07-17,0.0
660110,DepthMera,2017-08-09,5.79
660120,Lunch Truck Tycoon 2,2018-02-20,7.19
660160,Field of Glory II,2017-10-12,23.79
660170,Haunted Hotel: Stay in the Light,2017-06-30,4.79
660180,Seduction 誘惑,2017-07-22,14.99
660270,Space Scumbags,2017-08-14,0.79
660280,Keep It Safe 2,2017-06-22,0.79
660290,Dungeons & Geese,2017-08-04,3.19
660320,M.A.C.E. Tower Defense,2017-07-16,1.59
660340,Robot King Part I: Rebooted and Ready,2017-10-14,0.0
660390,RageBall,2017-09-29,6.99
660400,SQUAREHEAD,2018-05-03,3.19
660450,Orbs,2017-09-18,9.29
660520,The IOTA Project,2017-09-07,0.0
660560,Fishing on the Fly,2018-01-15,14.99
660570,Million Arthur VR: Character Command RPG,2017-10-12,29.99
660730,Ventura Inc,2018-06-01,14.49
660760,Bouncing Odyssey,2017-12-17,1.69
660820,Retro Block VR,2017-07-10,1.99
660830,Tanks2.DE,2019-03-22,0.0
660880,b,2017-06-26,0.0
660900,Dark Mystery,2017-08-14,5.59
660920,The Warhorn,2019-01-29,15.49
660940,Law Mower,2017-08-10,6.99
660980,Quantum Wizard,2017-10-03,7.19
660990,Dead Purge: Outbreak,2017-07-13,11.39
661000,Flow:The Sliding,2017-07-16,0.79
661030,Aliens&Asteroids,2018-03-08,1.69
661040,Time Trap - Mystery Hidden Objects. Find Artifacts!,2017-07-28,2.79
661050,Quadrablaze,2017-12-20,3.53
661070,Perigee,2018-02-28,1.69
661100,Abraxas Interactive's PUSH,2018-03-23,0.79
661110,Shattered God - Quest for the Divine Relic,2017-06-26,3.99
661120,Mercury: Cascade into Madness,2017-08-10,5.99
661180,Simplefield,2017-07-31,3.99
661220,Cutthroat Gunboat,2017-08-11,1.69
661230,Progress Bar Simulator,2019-04-04,0.99
661240,Visitors: Marine Invasion,2017-07-13,1.59
661260,Bad Thoughts,2017-09-15,0.0
661270,Valhall 2000,2017-07-14,1.69
661280,Dresden Files Cooperative Card Game,2017-10-30,13.49
661300,Radical Spectrum: Volume 2,2017-08-16,0.79
661330,Layers,2017-11-13,0.79
661340,TYRED,2017-11-20,8.99
661360,Glitchbuster,2017-11-20,3.99
661380,Orbit Defender,2017-10-04,0.79
661390,Maze of Pain,2018-02-06,0.79
661410,The Unclogging: An Unsanitary Saga,2017-07-25,3.99
661420,Run For Coins,2017-08-03,2.89
661430,LineWay,2017-06-20,0.79
661440,Prelude for a Dream,2017-06-27,3.99
661460,Thin Judgment,2017-07-10,0.0
661480,UniOne,2017-07-12,1.59
661490,Insert Paper,2017-10-10,3.99
661520,Archangel,2017-07-22,1.59
661530,Gold Rush In The Oort Cloud,2017-07-05,2.89
661550,Space Geekz - The Crunchy Flakes Conspiracy,2017-10-13,3.99
661560,Audioship,2017-07-25,2.09
661570,ROAD OF DANGER,2017-07-24,1.59
661590,Deadly Sky,2017-07-21,1.59
661600,Ambers BOOM,2017-08-27,1.59
661620,Randomizator,2017-10-05,1.99
661650,Roll Out,2017-07-31,6.99
661670,Renegade Grounds: Episode 1,2017-08-31,3.99
661690,Primal Lands,2018-09-11,0.79
661700,心の闇の先に Trial VersionⅡ,2018-01-15,0.0
661730,Dawn of H'btakh,2017-07-07,1.99
661740,Morphite,2017-09-20,10.99
661790,Witch Hunt,2018-09-03,7.19
661800,Mad Muzzles,2017-07-19,0.79
661820,I.F.O,2017-08-11,2.09
661830,Lunarsea,2017-10-20,0.0
661900,Planetbound,2017-06-27,1.59
661920,Claybook,2018-08-31,11.39
661940,Regular Human Basketball,2018-08-01,3.99
661950,FlyingRock: Arena,2017-06-22,0.0
661960,Dragon Lords: 3D Strategy,2017-09-11,0.0
661970,SPACE BATTLE: Humanity - casual strategy sci-fi,2017-07-19,1.69
661990,Arcana Heart 3 LOVEMAX SIXSTARS!!!!!!,2017-12-12,22.99
662190,The Secret Order 6: Bloodline,2017-08-31,6.99
662200,Swim Out,2017-09-14,4.79
662210,Metal as Phuk,2017-07-13,3.99
662230,Trendpoker 3D: Texas Hold'em Poker,2017-12-11,9.99
662260,On Earth As It Is In Heaven - A Kinetic Novel,2017-11-28,12.39
662380,Project X,2017-09-24,2.09
662390,Squish and the Corrupted Crystal,2017-08-08,10.99
662400,Steampunk Action Battle Simulator,2017-07-08,3.99
662410,Circuit Dude,2017-08-03,4.79
662470,SoundLites,2017-07-16,0.0
662500,Vault Resort,2017-08-11,4.79
662540,Haque,2017-11-22,11.39
662560,Space Shock 3,2017-09-08,1.59
662590,Army Craft,2017-07-19,2.09
662610,SpaceMerc,2017-09-06,2.09
662620,Speedway Challenge League,2017-07-06,1.99
662640,Wizhood,2017-07-28,1.59
662660,Dirty Fighter 2,2017-07-07,6.99
662680,Beetle Uprising,2017-08-22,7.19
662690,Fos,2017-06-29,0.79
662700,Chop and Drop VR,2017-08-21,0.0
662730,MIND REFLECTION ⬛ Inside the Black Mirror Puzzle,2017-07-11,1.99
662780,Crystal Reign,2017-11-07,0.79
662830,Bombix,2018-03-02,0.0
662840,Abo Khashem,2018-02-22,23.79
662870,The Cerberus Project: Horde Arena FPS,2017-10-04,0.0
662910,Cash Crop,2017-08-03,11.99
662920,WESTSLINGERS,2017-08-20,5.79
662930,Dominari Empires,2018-05-14,3.99
662940,Never Not Shooting,2017-08-21,2.79
662950,CloudCity VR,2017-07-13,8.99
662980,Postmen Of Horizon,2017-08-17,3.19
662990,Eddy紫 ~Eddy Violet~,2017-09-15,1.99
663020,Cutlass,2017-07-20,14.99
663060,Cycle (轮回),2017-07-24,0.79
663080,RectRacer,2017-06-29,1.69
663090,Granado Espada,2017-10-15,0.0
663100,Thrust & Shoot : Flight School,2018-02-14,7.19
663110,Sunrise: survival,2017-08-03,2.89
663120,The Rosebud Condominium,2017-08-09,6.99
663130,Game Tengoku CruisinMix Special,2017-11-29,22.99
663160,Pocket Universe : Create Your Community,2017-10-13,14.99
663170,Prime Shift,2017-08-04,0.0
663190,Dream Coaster VR,2017-08-10,1.59
663200,Rift Coaster HD Remastered VR,2017-08-09,0.79
663210,12 Labours of Hercules VII: Fleecing the Fleece (Platinum Edition),2018-01-12,1.99
663220,Bottle_Shooter,2017-09-11,0.79
663240,All You Can Eat,2017-07-13,1.49
663250,Professional Farmer: American Dream,2017-10-19,15.49
663290,Dead by Death,2018-07-18,3.99
663300,Enlightenment,2018-07-24,8.99
663340,The Quest for Achievements II,2017-08-25,3.99
663370,The Zwuggels - A Beach Holiday Adventure for Kids,2017-07-20,2.39
663380,Tales from Candlekeep: Tomb of Annihilation,2017-10-11,11.99
663390,Rento Fortune - Online Dice Board Game,2017-07-14,3.99
663430,This is not RPG,2017-06-29,0.79
663480,Fungoids - Steam version,2017-08-02,0.79
663530,Dragon's Lunch,2017-09-12,3.99
663540,Murder...,2017-08-04,3.99
663590,Foxfolk,2017-08-08,1.99
663600,Genie,2017-07-31,3.99
663690,Rival Rampage,2017-11-07,0.0
663730,Invasion of Barbarians,2017-07-16,2.79
663830,George VS Bonny PP Wars,2018-07-27,2.99
663920,Died Of Fear,2017-07-07,0.79
664000,HammerHelm,2017-07-27,10.99
664030,Time To Walk Alone,2017-06-29,0.79
664040,Staff Wars: Wizard Rumble,2017-08-03,6.99
664050,StopTime Drive,2017-07-18,1.69
664060,Willful,2017-08-09,2.79
664080,Turn your Destiny,2017-06-28,1.99
664090,Eternity Warriors™ VR,2017-09-17,10.99
664110,Void Wisp,2017-07-04,2.79
664120,Wildlife Park Gold Reloaded,2018-02-02,6.99
664140,IsoBoom,2017-08-14,0.79
664160,Shn!p,2017-07-14,1.59
664180,Draw Puzzle 画之谜,2017-08-04,3.99
664190,Slide!!,2017-10-06,2.09
664210,Boxed In,2017-12-22,3.99
664250,EquiMagic - Galashow of Horses,2017-12-19,6.99
664290,The Mexican Dream,2017-09-05,2.89
664320,Holy Potatoes! What the Hell?!,2017-10-13,5.79
664340,Indeep | The casual dungeon crawler,2017-08-17,1.99
664350,German Fortress 3D,2017-07-15,1.99
664420,Girls and Quiz,2017-07-11,1.59
664430,WWE 2K18,2017-10-17,39.99
664440,Cognizant Protocol,2017-07-22,1.99
664450,Manifest 99,2017-09-12,4.79
664510,Infernal Racket,2017-10-20,5.79
664530,Legends of Iskaria: Days of Thieves,2017-07-06,2.89
664560,DreamTank,2017-10-13,7.19
664570,My Personal Angel,2017-07-21,6.99
664590,Airi's World,2017-07-13,3.99
664600,Memories of Home,2017-07-31,4.99
664610,Gelu,2017-07-11,0.79
664620,Pink Rage Otome,2017-07-28,0.79
664630,Tupã,2017-07-29,1.69
664650,Canadian Football 2017,2017-07-26,2.89
664660,Against the Gradient,2017-07-10,1.99
664720,VRange,2018-11-24,9.29
664750,Wrongworld,2018-05-11,10.99
664780,Alter Ego,2017-08-08,5.59
664820,Ether Awakening,2017-07-03,1.99
664830,Zombotron,2019-04-22,11.39
664850,8-bit Adventure Anthology: Volume I,2017-10-31,5.79
664870,Forgotten Faces,2017-07-25,1.99
664890,Undoing,2019-01-31,15.49
665030,Zeran's Folly,2017-10-05,6.99
665040,Visual Novel Engine,2017-07-07,0.0
665060,Triangulate,2017-08-11,1.69
665080,Stunt Corgi VR,2018-01-15,11.39
665090,The Initial,2017-07-17,6.99
665120,Jetman Go,2017-09-29,1.69
665140,Midnight at the Red Light : An Investigation,2017-12-15,2.89
665160,Puzzle Mania,2017-11-20,3.99
665180,Dark Elf,2017-08-03,2.79
665210,Hoop Shot VR,2017-07-17,0.79
665230,Glowing Sokoban,2017-08-08,0.79
665240,Fateholders of Tetsoidea,2017-07-20,1.69
665270,弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,2017-10-07,6.99
665300,Stream Avatars,2017-07-26,10.99
665310,Tank Battle: Pacific,2017-07-27,6.99
665330,Wrestling Revolution 3D,2017-07-20,9.99
665340,Ancient Amuletor VR,2017-12-19,14.99
665350,Mayhem Above,2017-08-14,5.19
665360,Comedy Night,2017-08-24,3.99
665370,Mutilate-a-Doll 2,2019-03-01,7.19
665440,Civil War: Gettysburg,2017-08-25,6.99
665490,The Monster Inside,2017-08-01,0.0
665510,Vengeance: Lost Love,2017-06-29,4.79
665590,DOG GONE GOLFING,2017-08-25,1.69
665620,Zombie Hobby VR,2017-06-29,6.99
665630,Marble Masters: The Pit,2017-07-18,2.89
665640,SpaceWorms,2018-12-28,4.79
665650,2V Hoverbike,2017-07-06,1.99
665670,Enlysia,2017-09-22,3.99
665730,Fight Sparring VR,2017-07-24,1.59
665740,Book Of Potentia 2,2017-07-22,0.0
665780,Juke,2018-05-09,1.55
665790,Dragon Drop,2017-11-08,3.99
665880,Survivor VR,2017-07-11,5.59
665900,火箭星战 Star-Rocket Strike,2017-07-27,1.99
665920,SHOWMAKER,2018-02-14,11.39
665930,Rock 'N Roll,2017-08-28,5.79
665950,Creepy Races,2017-07-31,4.79
665960,Lobster Empire,2017-12-18,7.19
666010,Refract,2017-07-06,0.79
666020,Shark Dating Simulator XL,2017-08-14,0.79
666040,Underdone,2017-09-12,3.99
666050,Rescue Team 7,2017-08-16,4.99
666060,Derelict Fleet,2017-07-11,6.99
666070,Grav Grav Gravity,2017-11-03,0.79
666080,伝創記IV ~if~,2017-08-10,6.99
666090,Bad Government,2018-02-16,1.99
666100,Shooty Fruity,2018-01-18,15.99
666110,Break The Cookie,2017-07-12,4.99
666120,Dawn of the killer zombies,2017-07-08,3.99
666140,My Time At Portia,2019-01-15,24.99
666160,Fairyland: Manuscript,2017-07-29,3.99
666220,CS2D,2017-11-15,0.0
666250,Equalizer,2017-08-11,1.69
666260,Formless Adventure,2017-07-20,1.59
666290,Virus Z,2017-07-23,1.99
666310,Space of Darkness,2018-07-10,0.0
666320,Watergate Xtreme,2017-08-06,1.99
666330,Inertia,2017-12-01,0.79
666340,Inescapable VR: Underground,2017-08-02,3.99
666560,No Mans Land,2017-09-15,1.99
666570,Infectonator 3: Apocalypse,2018-05-10,10.29
666590,Jetball,2017-12-06,7.19
666600,Zombie Town,2017-07-28,0.79
666610,Endless ATC,2017-07-19,2.99
666620,BEHIND THESE EYES: A Short Horror Story,2017-08-17,0.79
666630,The Captives: Plot of the Demiurge,2018-10-11,12.99
666660,Castles,2017-07-14,6.99
666730,This Merchant Life,2017-08-03,5.99
666760,Olympic Team,2018-01-24,0.79
666790,Knossos,2017-09-01,6.99
666800,Solitaire - Cat Pirate Portrait,2017-07-12,1.59
666810,Luna,2017-08-15,0.79
666820,Skirmish Line,2019-03-21,8.99
666850,Beyond the Horizon,2017-09-22,3.99
666860,Bit Heroes,2017-12-13,0.0
666910,Malfunction,2017-07-27,3.99
666930,Celestial Creator,2017-07-17,0.79
666940,Welcome Back To 2007,2018-05-09,1.69
666960,Cowboy's Adventure,2017-06-29,0.79
667000,Casus Belli: Battle Of Annihilation,2017-08-02,2.89
667010,Dracula: Vampires vs. Zombies,2017-08-08,10.99
667040,Alicia Quatermain 2: The Stone of Fate,2018-07-03,2.09
667050,SojournVR,2017-10-31,7.19
667060,No Escape,2017-12-13,4.79
667120,iTownGamePlay UNIVERSE,2017-07-19,0.0
667130,Clumsy Fred,2017-07-13,0.79
667160,Sphere Frustration,2017-07-14,0.0
667170,Undead Souls,2017-08-10,6.99
667210,Stability,2017-08-04,0.79
667220,Ayo: A Rain Tale,2017-11-09,6.99
667240,Vintage Hero,2017-08-04,1.69
667300,aMAZE 3D,2017-07-13,0.79
667310,Animal Herding,2017-08-01,1.59
667340,Anxiety,2017-07-21,0.79
667360,Hooligan Vasja: Christmas,2017-07-19,0.79
667410,The Nose,2017-09-16,1.99
667420,Redium,2017-11-10,1.69
667510,The Elmian Warrior,2017-07-20,3.99
667520,Flight Unlimited 2K18,2017-07-20,10.99
667530,Drunken Wrestlers 2,2019-04-01,0.0
667600,Sky Force Reloaded,2017-11-29,7.19
667620,HEXION,2018-05-31,7.19
667660,Photon Rush,2017-07-06,4.79
667670,Expanse,2017-08-25,2.89
667690,Bedlamball,2018-04-19,4.79
667720,Red Faction Guerrilla Re-Mars-tered,2018-07-03,14.99
667760,Super Lumi Live,2017-09-05,6.99
667770,Nano Shift,2017-11-08,10.99
667780,Rosebaker's Icy Treats - The VR Iceman Sim,2018-02-01,4.79
667790,Downbreak,2018-04-10,3.99
667800,Loco Dojo,2017-07-27,14.99
667810,Next Up Hero,2018-06-28,14.99
667820,Farmington Tales,2017-07-18,3.99
667840,Dungeon Builder S,2017-07-13,5.79
667870,MINDNIGHT,2017-08-04,0.0
667880,Dog Theatre,2018-01-29,1.99
667890,Dead Maze,2018-02-13,0.0
667900,Brave,2017-08-18,0.79
667920,Survival Tycoon™,2017-07-15,3.99
667930,StickDodgeVR,2017-08-02,1.69
667970,VTOL VR,2017-08-03,22.99
668010,Goalie VR,2017-10-05,7.19
668170,Incline,2017-10-09,0.0
668190,Wordabeasts,2017-12-20,0.0
668200,Four Horsemen,2017-09-01,10.99
668210,Super Fancy Pants Adventure,2017-09-20,6.99
668220,Breadwinner VR,2017-10-24,2.79
668230,SLI-FI: 2D Planet Platformer,2017-09-08,2.79
668280,BackSlash,2017-08-31,10.0
668300,Chinese Souls-Hua Garden/华夏园,2017-07-14,2.89
668350,Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,2018-06-14,5.79
668430,V-Racer Hoverbike,2018-04-13,15.49
668510,Kartofank VR,2017-10-12,1.59
668520,ExZeus 2,2017-08-15,3.99
668560,tho_maz,2017-07-10,0.89
668570,Jack & the cat,2017-08-25,1.69
668590,Omen Exitio: Plague,2018-03-05,9.29
668610,Wars of Seignior,2018-12-26,0.0
668630,Tricolour Lovestory,2017-09-20,1.59
668670,Glasswinged Ascension,2017-07-21,0.79
668680,鬼畜大冒险 Gui Chu Da Mao Xian,2018-09-21,0.79
668730,Legends Of Iona RPG (2007),2017-08-22,4.79
668770,Solarium,2017-07-27,0.0
668780,The Puppet of Tersa: Episode One,2019-03-28,7.19
668790,Chicken Wars,2017-07-11,1.59
668800,OtterBash,2017-07-13,6.99
668830,Raid On Coasts,2017-08-12,3.99
668840,Dead Moon - Revenge on Phobos -,2018-12-19,9.99
668850,The Istrys,2017-09-01,0.0
668890,Hiking Simulator 2017,2017-08-25,0.79
668970,Space Waver,2017-09-07,2.99
668980,Forsaken Remastered,2018-07-31,15.49
669000,Six-ear Macaque,2017-10-14,0.79
669050,Mutiny!!,2017-10-20,7.19
669310,Brave Path,2017-07-26,3.99
669320,Nation War:Chronicles | 国战:列国志传,2019-03-12,8.29
669340,The Royal Cosmonautical Society,2017-08-10,4.99
669350,Outracer,2017-08-15,3.99
669360,Infested Nation,2017-07-27,2.79
669380,Astoria: The Holders of Power Saga,2017-08-02,1.69
669390,Lethal Laser,2017-08-15,3.99
669410,Exatron Quest L'Epée de Sang,2017-07-20,2.89
669440,IKAROS,2017-09-02,0.0
669490,BlockDude,2017-08-08,0.99
669500,Himeko Sutori,2019-01-30,14.49
669520,Mino Saga,2017-12-21,4.79
669570,MicroSpy,2017-07-21,1.99
669580,The Ultimatest Battle,2017-09-12,0.0
669600,Light in the dark,2018-01-09,2.89
669630,Hollowed,2017-11-02,0.0
669650,Tiny Thief,2017-08-02,2.09
669660,Debris,2017-10-23,15.49
669700,PROJECT AZRIEL,2017-10-20,15.49
669730,Mind Trap,2018-06-18,3.19
669740,Tower Bombarde,2018-02-23,3.19
669750,Brain Storm : Tower Bombarde,2017-07-28,3.19
669760,One Bit,2017-07-10,0.79
669770,Strangers in a Strange Land,2017-07-27,3.99
669830,Asteroids Millennium,2017-08-07,5.59
669910,Miles & Kilo,2017-11-30,5.79
669930,MIND BLOX 🔳,2017-07-21,1.99
669960,The Dungeon Power,2017-07-20,0.79
669990,Crucial Throw,2018-03-23,3.99
670020,Solar System Journey VR,2017-07-24,1.59
670080,SuperLuminauts,2017-08-31,3.99
670090,FallenCore,2017-11-10,2.09
670100,Mint,2017-07-21,1.99
670130,Jam Studio VR,2017-09-24,14.99
670160,D'LIRIUM,2017-08-25,2.09
670180,Castles II: Siege & Conquest,2017-08-18,6.99
670210,Otto the Odd Ostrich,2017-09-19,0.79
670230,Omega Extinction,2017-12-16,7.19
670240,Snappy Turtle Ultimate,2018-01-21,0.79
670260,Solace Crafting,2018-01-16,10.99
670270,Wings of Peace VR: DayBreak,2017-11-09,2.09
670280,In Dungeon,2018-05-21,0.79
670290,Real Pool 3D - Poolians,2018-01-04,0.0
670320,PAPA'S TIME MACHINE,2018-04-02,0.79
670330,Flight 732,2018-05-15,0.79
670340,Mysterious Adventure of Michael,2017-07-20,1.69
670350,The Free Ones,2018-07-12,7.19
670410,Citadale: The Legends Trilogy,2017-09-13,6.99
670430,Colorless Life,2017-07-25,1.59
670440,Obscure - Challenge Your Mind™,2017-07-19,3.99
670490,Rise of Man,2017-09-15,6.99
670500,RC Plane 3,2017-08-07,0.0
670610,Swaps and Traps,2018-02-12,6.19
670620,SURV,2017-07-25,2.79
670630,Slingshot Puzzle,2017-06-30,3.99
670730,Sure Footing,2018-03-30,7.99
670750,0°N 0°W,2018-03-01,6.19
670780,Albert Mort - Desert Heat,2017-08-23,3.99
670820,Civitatem,2018-05-18,10.29
670830,VR Trivia Battle,2018-10-23,0.0
670850,Sokoban Land DX,2017-07-27,3.99
670910,AHTS Ship Simulator,2017-07-25,2.99
670930,Escape Doodland,2018-11-30,7.19
670940,The Voice in the Void,2017-08-01,6.99
670950,Band of Outlaws,2017-08-22,3.99
671050,XMinutes: Wings,2017-07-25,0.79
671090,Oik Memory,2017-12-29,0.79
671120,Spaceship Trucker,2017-08-25,0.79
671150,Explosive Dinosaurs,2018-12-06,6.99
671170,Great eSports Manager,2017-08-16,6.99
671180,Elementals Reborn,2017-08-21,3.99
671200,GAIA 2200,2017-08-02,2.79
671230,Spirits: Ciel Bleu,2017-07-07,5.79
671240,七个小矮人2 / Seven boys 2,2017-09-15,2.79
671260,GOKEN,2017-09-28,11.39
671270,Stophat,2017-07-04,0.79
671290,Deadliners,2017-08-01,5.59
671310,Pararea--Social VR for Everyone (Beta),2017-09-15,0.0
671330,Lit the Torch,2017-08-02,0.79
671370,Flight of Light,2017-08-03,8.99
671390,Metropolis: Lux Obscura,2017-10-11,5.59
671440,Rise of Industry,2018-02-09,19.99
671470,CARSTEROIDS,2018-08-08,4.49
671490,Princess Sahirah is a Spoiled Brat!,2017-07-22,1.99
671510,DESOLATE,2019-01-17,19.99
671540,Pizza Hunt! How to hunt pizza (And Not Die Doing It),2017-10-27,4.99
671550,Brickochet,2017-09-04,1.99
671560,Iggy's Zombie A-Pug-Alypse,2017-09-22,2.79
671580,NeoCube,2018-01-19,0.79
671620,Beast Battle Simulator,2018-02-22,6.99
671650,Mad Age & This Guy,2017-10-24,3.99
671670,Village Of Souls,2017-07-24,2.79
671690,[MARS] Total Warfare,2018-12-01,0.0
671700,Dead Horizon,2017-08-11,0.0
671720,Robin,2018-02-08,0.0
671740,VR SHOOT AROUND - Realistic basketball simulator -,2017-07-12,3.99
671750,ColorCode,2017-08-29,1.99
671800,Run!ZombieFood!,2017-07-30,2.89
671810,The Adventures of Capitano Navarro,2017-08-04,7.19
671840,"Eat, Sleep, Bet, Repeat",2017-10-26,9.99
671850,Dormant World,2017-09-04,0.79
671880,Tower Offence!,2017-09-11,9.99
671900,Devoid of Shadows,2017-07-13,6.19
671920,Dead Secret Circle,2018-05-01,10.99
671940,The Brave Mouse,2017-08-02,2.89
671980,Close Me,2017-08-09,0.79
672000,System Goose Overload,2017-08-04,0.0
672010,CANARI,2017-09-28,3.99
672020,Hold My Beer,2017-08-02,1.69
672030,Swap Blocks,2017-07-21,3.99
672040,WarFallen,2018-11-14,15.49
672050,Super Mr. Kake,2017-09-12,3.99
672080,Cube Creatures,2017-07-28,1.59
672100,An Occasional Dream,2017-09-06,1.99
672130,Damned Hours,2017-10-02,0.79
672140,Battle For Korsun,2018-10-26,12.39
672160,OldMaidGirl,2017-07-19,1.59
672180,Detrita Battlegrounds,2017-08-15,0.79
672190,Remnants of a Beautiful Day (2012),2017-08-02,1.59
672230,I fell from Grace,2017-12-20,5.79
672240,Dreams of Greatness,2018-03-01,0.79
672250,Plexus,2017-07-31,2.09
672260,Fish for gold,2017-08-03,0.79
672280,Gates of Horn and Ivory,2018-09-07,11.39
672290,Magic Forest,2017-09-18,0.79
672300,Air Traffic Disruptor,2018-01-31,1.69
672310,Kingdoms Of Marazia,2018-08-06,3.99
672320,The Last Sorcerer,2017-09-12,2.79
672360,ISEE,2018-01-22,1.59
672380,Ameline and the Ultimate Burger,2017-08-01,4.99
672410,Access,2017-09-29,3.99
672450,Z ViRus: V.I.R.M Uprising,2017-08-01,14.99
672460,Genetic Disaster,2017-12-18,11.39
672490,DeDrive,2018-05-30,1.69
672570,The Western Hunter,2017-07-08,4.99
672590,Azure Saga: Pathfinder,2018-03-13,10.29
672630,Academia : School Simulator,2017-09-08,14.99
672640,War Robots VR: The Skirmish,2017-08-10,0.0
672650,MONITOR: The Game,2017-09-15,0.0
672670,Hover Bots VR,2017-07-14,3.99
672680,Call of War,2017-10-21,0.0
672690,The Nothing,2017-08-30,3.99
672710,Traffic Giant,2018-06-15,7.19
672720,Crime Solitaire 2: The Smoking Gun,2017-07-26,4.99
672730,Find You,2017-09-04,0.0
672770,Poseidon - Project Dark Sky,2017-07-19,7.19
672790,Elemental Combat,2017-11-16,5.79
672860,StellarHub,2017-08-16,5.99
672880,SuperWurfels,2017-09-09,4.79
672910,Hangry Bunnies From Mars,2017-08-23,4.79
672920,The Bounty: Deluxe Edition,2018-01-08,3.99
672940,Galaxy of Drones,2017-08-01,2.09
672960,Benjamin Johnson EP.1,2018-03-24,3.99
672970,Swords and Sandals Medieval,2017-09-14,3.99
673000,High Hell,2017-10-23,7.19
673010,WILOO,2017-08-03,3.99
673040,Acorns Above: A World Gone Nuts,2017-09-07,3.99
673050,StarBallMadNess,2017-07-31,2.79
673060,Floor Plan: Hands-On Edition,2017-09-13,4.79
673070,The Ranger: Lost Tribe,2017-08-01,0.0
673130,AMID EVIL,2018-03-12,15.49
673140,Infinite Skyline,2019-02-07,5.19
673190,All-Star Fruit Racing,2018-07-13,19.99
673210,Frontier Pilot Simulator,2018-01-30,19.99
673220,Joumee The Hedgehog,2017-11-23,1.59
673230,Galaxy Annihilation,2017-07-28,1.99
673250,Exterminator: Escape!,2017-09-15,4.79
673260,Starblast,2017-11-08,8.99
673280,GyroSphere Trials,2017-08-18,3.99
673300,Alien Splatter Redux,2017-07-28,0.79
673310,Adam Waste,2017-11-21,9.29
673360,Black Mist,2017-08-04,3.99
673430,Mahjong Magic Islands,2017-10-24,0.0
