appid,developer
686190,ONEONE1
686200,PixelShard
686200,KillHouse Games
686230,Riviysky
686260,Petroglyph
686340,Threevol
686360,SDC Ventures
686380,LsgStudio
686440,MDickie
686450,NaissusWorks
686490,StalkerAlex..
686500,Stroboskop
686510,Martin Crownover
686520,Toyman
686520,Creobit
686550,Ripknot Systems
686570,League of Sweat Ent.
686580,Corwin Peters
686600,Galvanic Games
686600,Explosm Games
686610,Marafigogames
686620,PixelBrain Studio
686630,Nanite Storm
686640,Xefier Games Inc.
686680,Progorion
686740,Happinet
686760,Moonlit Works
686870,ZoR Dev
686900,Clarus Victoria
686910,Night Whale
686940,Christopher Howard
686950,NMY Mixed-Reality Communication GmbH
687260,Cherrymochi
687270,Exploding Tuba Studios
687280,Dark Polygon Ltda.
687280,Jalomot Ltda.
687310,Dimitrios Floros
687320,Tantrum Lab
687360,Mike Laraman
687390,Decerion
687480,Ripknot Systems
687490,Ripknot Systems
687510,Xero TR-MMXZ
687540,Dingo Games
687560,Wouter van Oortmerssen
687590,Dischan Media
687600,"Shandong Jerei Digital Technology Co.,LTD."
687610,Team 7 Lives
687630,momoStorm Entertainment
687640,"MAMMOSSIX Co., Ltd."
687650,微信公众号：萌石
687720,Celery Emblem™
687730,Destinations VR
687750,Tea & Cake Games
687760,Sylphe Labs
687830,LR Studio
687850,Unusualsoft
687870,CINEMUR
687890,Panoramik Inc
687900,Bento Studio
687920,Tentacle Games
687980,Samu
688000,Choice of Games
688020,WhackAKey Games
688050,Emmett Baber
688060,Unknown Origin Games Inc
688070,Evan Rogers
688110,Tyler Pomplon
688130,Hendrik Felix Pohl
688140,Llamasoft Ltd.
688170,Denki Gaka
688200,Arcani Interactive
688210,Frost Studios
688260,Jaydeb
688330,YouzuStar
688350,Ascendence Studios
688360,tengenstudio
688370,Dnovel
688380,Team Syukino
688400,Sticky Studios
688420,Plausible Concept
688450,Stroe Andrei
688470,"Chongqing Shangshixuan Technology Co., Ltd.,"
688480,CCP
688500,Patriot Game Studio
688570,Crisp App Studio
688580,Alexey Volonsky
688590,Rumata Lab
688600,Platoniax Studio
688620,Sinergia Studios
688630,Warptear Entertainment
688650,Yo252yo
688680,Dede Bayi
688690,PEKA Gaming
688720,KorteGames
688770,Visigames
688780,TarasB
688790,Octopi is not a Word
688800,Justin Jackson
688880,Cynoclept
688880,Hazzcore
688930,Darren N Lory
688940,gitcare
689000,Cubic Timeline Productions Inc.
689020,Frank Gallinsky
689020,Yuri Bechthold
689030,AL Games
689040,Open Mid Interactive
689050,"Humanture, Inc."
689060,AYE Technology
689070,ShiinaYashiro
689080,Crystal Box Team
689090,chlsea
689100,Nikhil Tailor
689100,Ariflare
689120,Moped Games
689120,Random Dragon Games
689120,Nerve Damage Games
689160,"Lava Flow Games, LLC"
689170,Vasily Wosck
689180,Ripknot Systems
689210,Erwin Wolf
689270,Hakki Ozturk
689270,Halil Ibrahim Ozturk
689290,Chun Y.
689300,Sharkbird
689340,Sacada
689350,LillyWelland inc.
689360,Mikhail Melnikov
689400,Tzar Leonardi
689480,Molosoft
689520,hede
689570,Cosmic Ray Studio
689580,Ben Otter
689600,RedRabbit Animation
689610,Pixel Engineers
689620,SUBLEVEL ONE STUDIOS
689650,MagicHouse
689680,Revoked Studio
689700,S-Game
689710,Kodansha
689710,Polygon Pictures Inc.
689710,Lantis
689740,InterSol OOO
689750,waterxmelon
689830,nohoho (Individual)
689850,DLODLO
689880,Danny E.K. van der Kolk
689900,Epic LLama
689910,Accidental Queens
690000,Koloss Kolektiv
690040,SUPERHOT Team
690060,Bazitov Mikhail
690080,BT Studios
690120,Somnium Games d.o.o.
690130,Rainware
690140,Firecast Studio
690140,Fableware Narrative Design
690150,Reptoid Games
690200,Gunschlinger
690220,Gerald David Becker
690240,Ripknot Systems
690250,Probe Software
690260,CaveDave
690280,Colossal Wreck
690310,Sixense Studios
690350,Fatalitech
690400,AMG GAMES
690410,Games by Brundle
690440,David J Ozsvath
690460,Codex7
690510,O'olBlue Inc.
690530,Chongming Studio
690550,kangawallapuss
690560,Magic Item Tech
690570,RedForce Games
690580,Exciting Games
690610,Dreamz Studio
690620,3rd Eye Studios
690630,Hayali
690670,Klondike Solitaire Kings
690710,"Mindware Co.,Ltd."
690740,UNIOCS
690790,Codemasters
690810,Tripwire Interactive
690820,TheBlavas
690830,Polymorph Games
690840,Second Avenue Learning
690850,Studio Baikin
690860,EnsenaSoft
690930,Aleksandr Soldatov
690930,Leonid Kozhushko
690950,ScTiger
690950,Delta
691020,Monkeys Lab.
691080,Laush Dmitriy Sergeevich
691130,G. Malta
691150,PALETTE
691160,Survios
691190,JoyfulStudio
691220,Mubeat Studio
691240,Nowhere Town
691250,Mike Wiering
691280,DARK STAR
691320,The Binary Mill
691390,Arupaca Laboratories
691420,Lust star
691430,Innerspace VR
691450,sen
691540,Roger Barton
691570,Kentoo Sp. z o.o.
691580,World-Loom
691590,CrazyBunch
691600,City Quests Media UK
691620,Albatross Wirehead
691630,Satur Entertainment
691640,Hot Knife Digital Media
691650,"Strength in Numbers Studios, Inc"
691680,Mimicry
691690,AurumDust
691700,Alien Mind
691720,AppsByBrats
691730,DreamEscape
691750,Adam John Adkins
691770,Tenco
691810,Blaiz Entertainment
691830,Spiderweb Software
691860,Noctecraft Entertainment
691890,跳跃网络
691910,Adreamation Games Studio
691920,Virtual Top
691930,HyperBot Studio
691980,Trevor Jones
691990,Infinite Road Studio
692030,Breakpoint
692090,Indie970
692100,Caustic Reality
692110,Ameet Sharma
692170,Michal Kuchárik
692180,REgorion
692190,Mouseless Media
692200,Blender Games
692260,Siberian Digital
692270,IronEqual
692290,B52 Development Team
692310,IronEqual
692360,Square Enix
692530,Somnium Space Ltd.
692590,VergeXGamer
692610,Whitefish Software
692630,TAS Systems
692660,Quicksilver Software
692680,Bemoworld Studios
692690,emergeWorlds
692710,Absortalent Games
692780,AJetBear Entertainment
692790,木子工坊
692830,Christoffer Ryrvall
692840,OtherSide Entertainment
692880,Black Fox Pavilion
692920,L. Stotch
692930,Digital Happiness
693030,Yan Sokalau
693030,Dropout Games
693090,From The Bard
693180,FurGoldGames
693190,Tero Lunkka
693210,Michael Schade
693240,Mahjong Solitaire
693250,Jam
693300,Tvee Games
693310,SUPERMEGAQUEST INC.
693320,dimosha_92
693330,@peoplepersonpro
693360,Duang Network
693380,Soiree Games
693400,AVA Gaming
693430,Dreel
693440,Riviysky
693450,Totem Games
693500,Tall James Games
693560,DV8Games
693580,Lost Goblin
693650,Sacada
693670,Brutal Muse Studio
693700,4Bit Games
693750,Benjamin Rommel Games
693790,Robot Games
693810,ADB
693830,Nimbus Interactive
693880,Ripknot Systems
693890,Ripknot Systems
693950,AMG GAMES
693960,Horus Games
693990,"Psychic VR Lab Co., Ltd."
694070,Obsessive Science Games
694090,Fast Travel Games
694130,upjers
694140,Glass Isle Entertainment
694150,Blazing Stick
694160,Yeronimo Apps
694180,YIMING ZHANG
694370,Pilgrim Adventures
694420,RSK Entertainment
694430,RSK Entertainment
694440,Vitalii Holiev
694470,Lonely Dev
694480,Open World Interactive
694490,LillyWelland inc.
694500,Pandemic Studios
694520,Tamaya Kagiya
694550,Cabbibo
694660,Life Art Studios
694670,Piaj
694720,NMC Studios
694730,Mobsoftware
694760,Delattre & Harger
694790,Jamo Games
694830,Invictus Games Ltd.
694870,1st impact games
694930,Time Stop Interactive
694950,Heavy Spectrum Limited
694960,Gilles Schaeck
694980,VaragtP
695100,Solar Sail Games Ltd
695110,Neox Studios
695290,HB Studios Multimedia Ltd.
695320,Veibyn
695360,Veritex Studios LLC
695420,Pretty Bat Games
695450,Hook Echo Software
695460,Fuyu Games AB
695490,eiNpictures
695510,90s Studio
695560,Aggroblakh
695590,G. Malta
695600,Poking Water Games
695630,SOFTSTAR TECHNOLOGY BEIJINGCOLTD
695650,洋葱头科技
695660,Matthew Peacock
695690,Valga Games Studio
695720,Creobit
695760,Nebelsoft
695810,Danil Kapylov
695830,Intermediaware
695880,Boogygames Studios
695910,Brett Jackson
695920,RLR Training Inc
695940,Vendel Games
695950,Blam! Games
695960,Boomzap Entertainment
695970,Topstitch Games
695980,Domini Games
695990,Eipix Entertainment
696000,EleFun Games
696010,Boomzap Entertainment
696020,Elephant Games
696040,E McNeill
696060,empty assembly
696110,baKno Games
696140,Mad Mimic
696160,Artyom Laletin
696170,Tamsoft
696180,"Marvelous, Inc."
696190,H L Nunnelly
696200,Psydra Games LLC
696250,Blueplant Entertainment
696310,Stegalosaurus Game Development
696360,SOFTSTAR ENTERTAINMENT INC.
696370,Cylinder Studios
696400,BJGameInd
696410,Arjuna Games
696430,IV Productions
696430,Game-S
696460,For Kids
696470,Studio Thug Life
696480,Cosmo D
696490,Artur Rezende
696500,Bubel Studio
696530,Midnight Hub
696540,Amplecti Chao
696560,Damien Sueur
696580,Headroom.one
696590,L. Stotch
696650,Helios Production
696710,Dikobraz Games
696730,BURP! Games
696760,Schell Games
696810,Coin Operated Games
696840,Munigis
696860,Barnaque
696910,HUNTERS
696930,Virtual Top
696940,Digital Domain
696990,Grey Gods
697000,GHSSJ
697130,Spacepup Entertainment
697160,yayapipi
697260,Primitive Studio
697360,Sailer
697370,Blueshift Media
697450,iwangr
697490,Bad Panda Games
697530,wHDinc.
697550,Graybeard Games
697580,Graffiti
697600,Birch Log
697610,Upturn Games
697630,WARMA Corporation
697650,GRASSHOPPER MANUFACTURE INC.
697650,Active Gaming Media Inc.
697660,NerdRage Studios
697680,PCAndVR
697710,ManBeardGames
697730,Marcelo Villarreal
697800,Chris Antoni
697850,Rafael Farias
697870,DCF Studios
697890,Stay Awake Games
697910,"Space Wedgie, LLC"
697930,ANV Team
697950,Stefan Fleischer
697960,Play Spirit Limited
697970,Impawsible Games
698040,LunarCore Games
698050,Sean Han Tani
698100,Digital Eel
698110,Shaun Williams
698160,LiangDeZhao
698260,Overflow
698300,For Kids
698320,SnowFlame
698330,For Kids
698410,Odd Chamber
698450,Sergey Romanko
698480,Crenetic GmbH Studios
698500,ninjadodogames
698520,Dimfrost
698540,Valsar
698570,Ross Grambo
698570,Scott Grambo
698590,Daniel Fernandez Chavez
698610,NedoStudio
698620,Graffiti
698640,Snowhound Games
698650,New 90's Games
698710,SmartHart Games
698720,DRUNKEN APES
698740,hishapes
698770,Jeremy Gable
698780,Team Salvato
698790,Ultimerse
698830,M. Hanka
698870,Sparks Games
698880,NASPAPA GAMES
698910,Sprocket Crash Games
698950,ILIN DMITRY IGOREVICH
698960,Mikael Mattsson
698980,Studio 1983
699010,Field of View CE
699040,Smart Online Games
699080,Mikołaj Spychał
699100,TotalDistraction
699150,shysaursoft
699160,Shaman Games Studio
699170,6 Eyes Studio
699180,Shiv
699230,Green Lava Studios
699240,Heaven Brotherhood
699370,AB SOFT
699390,LiquidFire Entertainment
699410,Benjamin Scott
699460,DRUNKEN APES
699470,Avekvist
699480,Meepower
699510,Game e Arte
699550,Vyacheslav Shilikhin
699570,Ninetales Studios
699590,Ripknot Systems
699600,Arzola's
699670,Attu Games
699680,Koker_007
699700,NEKCOM Entertainment
699720,Team Full Sail
699740,Pathos Interactive
699750,For Kids
699760,Tero Lunkka
699760,BlackThug
699770,GuraShop
699780,Sunward Games
699790,Jérémy Pionnier
699820,Chris Germano
699850,HexWar Games
699860,HexWar Games
699870,HexWar Games
699920,Konfa Games
699930,aomin-meiho
699940,Yury Chadaev
699970,bu2 sutdio
699990,Surreal Games
700030,Bitbox Ltd.
700050,JimJams Games
700140,ATTACK MOUNTAIN
700160,Nyamakop
700170,"Lukas Paul, Gabriel Mittermair"
700270,"Dataweb, Inc."
700330,Northwood Studios
700400,Killerkun
700440,PanGuoJun
700450,Frentwick Indie
700460,Aperico Software
700470,漾夕
700480,Microsoft Game Studios
700490,wei
700510,RBIOKuriboh
700520,Fishing Cactus
700540,HoldensVR
700560,Xenturion
700570,B2Expand
700590,Bit Nurse
700610,David Sof
700620,Silver Machine Studios
700650,Skydome Studios
700660,Educational Games
700730,Paul Boland
700750,KUSOne Studio Limited
700770,Cybertime System
700780,DRUNKEN APES
700830,Thalasse Games
700880,Interplay
700910,Lufthamn
700920,Albin Bernhardsson
700940,Kristin Dragos
700990,JOYCITY
701010,Osmium
701040,Iced Lizard Games
701080,Molegato
701100,Citor3 Entertainment Studio
701160,Noio
701160,Coatsink
701280,Goldsaucer Ltd
701290,IP Izmailov Vladimir Yurievich
701370,"Thorne Media, LLC"
701380,Hernán Smicht
701380,YIRA::
701420,Kuro Irodoru Yomiji
701440,Phantom Pine Studios
701460,baKno Games
701470,Walter Machado
701540,ZOV GAME STUDIO
701620,yang1zhi
701680,XiaoLongBao Games
701720,Laush Dmitriy Sergeevich
701730,David Su
701740,Vedanta Team
701760,FossettGaming
701800,Matthew Wester
701810,Log Games Ltd
701860,COCOSOLA
701870,Helmi Bastami
701880,BBQ Games
701890,Intersect Games
701900,Simple Blue
701910,Waldemar Umaniz
701930,橘子班
701940,Quick Save Studios
701950,Lucid Pixel
701960,André Bertaglia
701970,Boogygames Studios
701990,Gametrip
702030,Funktronic Labs
702080,Great God
702110,SNK CORPORATION
702110,Code Mystics Inc.
702120,SNK CORPORATION
702120,Code Mystics Inc.
702150,Raxasoft Games
702160,"Present Day Media, LLC"
702180,ZO Studio Games
702200,Mihai Morosanu
702210,Dieselmine
702220,mibix
702270,Paulo A. M. Villalva
702300,Notus Games Ltd
702310,Notus Games Ltd
702320,Gameloft
702360,David Ruland
702430,CREATIV GAME DEVELOPER LLC.
702510,Payoff Technologies
702550,Egor Domashenkin
702670,Ben Esposito
702700,Konami Digital Entertainment
702790,quanhome
702810,Mighty Games
702820,Sure Games
702890,Arc System Works
702910,Virtual Top
702940,Stegalosaurus Game Development
703000,Kristof De Meyer
703030,Masahiro Suzuki
703040,Vyacheslav Shilikhin
703050,Kool2Play Sp. z o.o.
703060,e.com
703070,DRUNKEN APES
703090,WangJianWei
703090,KuangXiang
703120,BigGame
703140,Red Fire Games
703180,Torus Games
703200,Wix Games
703210,For Kids
703250,WHITEROCK games
703260,baKno Games
703270,Zloy Krot Studio
703280,Lycanic Studios
703310,Illusion Softworks
703320,Illusion Softworks
703360,Hype ProductionZ
703400,Unwhale Studio
703430,Project Whitecard Studios Inc.
703430,Xefier Games Inc.
703500,Yaeko
703510,SP Digital Arts Inc.
703530,Ripknot Systems
703540,Valut
703600,Hype ProductionZ
703620,Spicy Gyro Games
703630,LAME Dimension
703630,Flying Pudding Studios
703700,橘子班
703700,大好网
703720,Paris Stalker
703730,3rdEye
703750,Dexion Games
703760,gtscom
703800,Hedgehog Game Studios
703820,Geezer Games
703840,DoubleMoose Games
703870,Educational Games
703880,Ronimo Games
703920,Snkl Studio
703940,Unusualsoft
703950,Just Fishing LLC
703980,Fantasy Flight Games
704010,Bloom Digital Media
704030,Masterbrain Bytes GmbH & Co. KG
704040,Autotelic Games LLC
704070,Super Games Studio
704140,RealFire Interactive
704190,Blender Games
704200,hamstercube
704210,Voltornas Games
704230,Cyanide Studio
704270,Avalanche Publishing
704300,VR Factory
704310,Erik Brunnström
704350,Zombie Soup
704360,Odd Meter
704370,Boogygames Studios
704430,Maurice Fernitz
704430,Felix Gillmann
704430,Enrico Przibilla
704430,Robert Schuricht
704440,For Kids
704450,Beamdog
704460,Dexion Games
704470,Gamily Studios
704480,Funghisoft
704490,Dexion Games
704500,Dexion Games
704510,Nitrous Butterfly
704640,TREON Games
704660,JB
704670,Stegalosaurus Game Development
704680,Ceylon Entertainment
704690,Neoclassic Games
704700,Another Noname
704750,GuraShop
704760,Merge Heroes
704830,U-Play Online
704840,Still Running
704850,Noble Muffins
704860,Wicked Studios
704880,Bacus Studios
704910,Rakugaki Games
704940,Phoenix Coalition
704950,Johnny Ginard
704990,Hifire Game Studio
705020,Handelabra Games Inc.
705050,Harley Game Studios
705060,VGstudio
705070,Paradox Terminal
705090,Ripknot Systems
705100,TriHelix LLC
705120,NEXT Studios
705150,Extra Dimension
705210,Simon Blasen
705220,Camex Games
705230,Blind Recluse
705240,VaragtP
705250,Cuveet Story
705260,Logic Droid
705280,suxamethonium
705290,HZ3 Software
705300,Idea Cabin
705370,Mohsin Rizvi
705380,NanoidGames
705390,Boogygames Studios
705400,Crankies Smartworks
705410,bad monkee
705420,Crankies Smartworks
705430,Crankies Smartworks
705440,rusty games
705450,Ghostbutter
705500,Pine Street Codeworks LLC
705530,Foxwarrior Productions
705550,Fowers Games
705610,The Gunseed Collab
705620,Volcanicc
705640,JaudaLabs
705670,UNIOCS
705710,Racing Bros
705740,Blue Sunset Games
705750,Cult Software
705780,Binary Fusion
705800,Superstruct
705810,"Chengdu Touch Times Technology Co., Ltd"
705840,Fake GO
705860,TM xR Lab
705870,Gaugepunk Games
705920,Tobop Productions
705930,shenzhen YuHui Technologyco.LTD
706010,Dynasty Interactive Ltd
706020,Black Forest Games
706030,Shoho Games
706130,George Batchelor
706200,Skip32
706210,Real Maxwell
706240,Ruskija game experience
706270,Dreamlike Arts Games
706280,Rebelware Games
706320,Ripknot Systems
706330,Ripknot Systems
706350,Joshua Keith
706370,Sacada
706380,Sacada
706390,Sacada
706490,3dinvis games
706510,Sideline
706560,Kasey Ozymy
706570,Weston Bell-Geddes
706690,Firestorm Entertainment
706710,Yai Gameworks
706840,MC Games
706880,Worthing & Moncrieff
706920,自由愉悦小黄猫(Free pleasure little yellow cat)
706960,JellyTeam
706990,Skullcap Studios
707000,Renaissance
707010,AlphaSoft LLC
707060,Torus Games
707110,Clickteam
707140,baKno Games
707220,GMGame
707230,Svarog Studios
707300,Crypton Future Media
707320,Anamik Majumdar
707350,Arc System Works
707370,Crankies Smartworks
707380,Crankies Smartworks
707400,BadWolf Games
707450,Shenandoah Studio
707470,BoomCat Studios
707560,Masters Interactive
707580,Fallen Planet Studios
707590,Albatros Softworks
707610,Mahjong Game
707680,Glacier Labs
707720,Peter Junior Leonar
707750,The Holodeck
707770,Capt McCay Soft
707850,Boogygames Studios
707860,Mathias
707870,Anatoly Konstantinov
707920,Mugle Studio
707960,Okinawa Sunrise
708100,Pixel Island
708120,PF3D
708140,Infinity Arc Studios
708150,Creobit
708160,CATE
708190,Fewjix
708260,Elknight
708280,"Shanghai ThinkingBear Network Technology Co.,Ltd"
708300,For Kids
708310,Gravity Wave Interactive
708340,Aerilon Studios
708370,DarkLord
708430,"Nikita ""Ghost_RUS"""
708450,CrackedGhostGames
708480,Daniil Hasanov
708510,Zendo Games
708580,Wolf & Wood Interactive Ltd
708630,HuBiao
708640,Tornado Games
708680,Thomas Meduri
708710,XGen Studios
708760,Perilous Orbit
708780,Team Dogpit
708790,LaserStone
708800,Uncle Frost Team
708820,Chicken Waffle
708830,DysTop
708850,Chronicle Games
708870,Epic Banana Games LLC
708890,Rhythmical Badass
708920,Sergey Lir
708930,Alexander Shvab
708940,Star Legion
708950,Igor Rashkuev
708970,Nerd Commando Game Studios
709020,Theodor Niklas
709050,Miracle Studio
709080,Damsel Stone
709140,Vidas Salavejus
709190,Axyos Games
709220,Dexion Games
709240,Roest
709250,Dexion Games
709280,Evgeniy Psarev
709280,Alexey Irhin
709280,Dmitry Ryabchunov
709290,Nicholas Fisher
709340,ERS G Studios
709350,Mad Head Games
709370,BeBold
709400,Outlaw
709410,CUTE ANIME GIRLS
709430,G. Malta
709440,The Balance Inc
709450,Connor O.R.T. Linning
709470,Monocool Interactive
709480,Shanghai YiJun Network Info Technologies Inc.
709510,Connor O.R.T. Linning
709520,FlatCircle
709550,piximo interactive
709560,Viron Shake
709620,Rohan Narang
709620,Ratalaika Games S.L.
709630,Z Games
709670,David Nguyen
709700,LillyWelland inc.
709720,WounderGrift
709750,Artax Games
709770,G. Malta
709780,Vyacheslav Shilikhin
709790,10ft Games
709800,Narko Games
709820,Supine
709840,Racing Bros
709850,Gerald David Becker
709870,Racing Bros
709880,Z9K Games
709890,CoolGameZ
709920,Grip Top Games
709940,Mahjong Game
710030,Hajime Doujin Circle
710070,WildArts
710090,Blake Pierce
710110,Ripknot Systems
710120,Ripknot Systems
710160,Boozer Game Studios
710170,XAREA
710190,一次元创作组
710240,Smartmelon
710250,Otterly Bearable Games
710270,VB Studio
710280,ZhangHaiLong
710310,Dextrit
710400,Denis Isakov
710470,"APLUS Co., Ltd"
710480,Step Dad Productions
710520,Crystal Box Team
710540,Alexey Volonsky
710550,BBit
710610,Sebastian Nigro
710610,Christopher Anselmo
710610,Daniel Marques
710630,UnNaturalism Inc.
710640,PHY-SIX
710640,Revive Interactive
710690,MichaelArts
710700,Mark Fassett
710740,Zatun Game Studio
710760,OctoBox Interactive
710780,Easy game
710820,Fazz Brothers
710880,Clear Light Games
710940,Dextrit
710950,Jaime Scribbles Games
710950,Jaime Scribbles Games
710950,Jaime Scribbles Games
710960,Storybird
710960,Julien Rocca
710970,Thylacine Studios
710990,Ammonite Design Studios Ltd
711000,Carlo Monzini
711010,Atomic Fabrik
711010,Cristian Manolachi
711050,GO Studio
711070,azimut team
711080,Sly
711090,Sly
711100,Sly
711110,Sly
711120,Andrey Haritonov
711130,Playmous
711130,EON Games
711140,MSRX22
711150,RewindApp
711210,LillyWelland inc.
711230,Titus Interactive
711240,Choice of Games
711260,Brain Machine
711300,uVR
711310,Chickenpig Software
711320,Dmitriy Uvarov
711320,Vyacheslav Shilikhin
711330,Hosted Games
711350,Hosted Games
711390,Niket Patel
711430,Tin Man Games
711440,Growl Interactive
711450,Dror Riov
711460,Tech Warrior-Dylan Dugan
711480,Akumu Games
711530,David Mulder
711550,Chronik Spartan
711560,SharkGame
711570,Rappid Studios
711640,StarSystemStudios™
711660,Amanita Design
711690,Maniac Games
711700,Neosia Entertainment
711710,RiceMaster
711720,Fade Away
711750,Milestone S.r.l.
711770,Baked Games
711810,Legend Studio
711890,Eipix Entertainment
711920,Nerd Monkeys®
711930,Fabio Cunha
711970,Two thousand and one entertainment studio
711990,Dieselmine
712000,Emprom Game
712010,Perverse Games
712050,Dieselmine
712070,Fasold Games
712090,Endwise
712100,CREATIVE ASSEMBLY
712100,Feral Interactive (Mac)
712100,Feral Interactive (Linux)
712150,Daniel Bedrich
712180,Reinkout Games
712210,Zoglu
712230,KEA Games
712240,WarDucks
712380,For Kids
712390,Shadow Blade Productions
712410,Felix & Paul Studios
712430,Auburn Sounds
712530,The Crow Studios
712610,PianoB Studio
712620,Devin Eastmond
712650,Burgee Games
712660,Facundo Balboa
712660,Iván Piccione
712660,Martín Díaz
712700,BloodyStation
712730,Kaigan Games OÜ
712760,Reuben Moorhouse
712770,The Hyper Carries!
712790,MagicHouse
712810,DaFu Studio
712840,深爪貴族
712870,IndigoBlue Game Studio
712890,From The Bard
712970,Totem Games
712980,Kerkko Rasilainen
713010,ELF
713030,26k
713050,For Kids
713060,Beanstalk VR Team (BYU)
713070,Light Shock Software s.n.c
713080,Scrap Games
713090,Roosh Interactive
713100,EcoGames
713160,After Death Team
713170,Frenetic Gaming
713180,Potatobrain Games
713220,AlexHoratio
713220,Alex Carpenter
713230,Magic VR
713260,凝冰剑斩
713310,Mike Pickering
713320,Google Inc.
713340,Silver Dog Games
713380,Fürst
713390,Endrit Special Poductions
713420,Imaginati
713430,Green Sauce Games
713440,Virtual World Arcade
713450,"Zimventures, LLC"
713460,Team Train Frontier
713500,Anea_Duo_Dev
713530,Ducat
713540,Alex's Granny
713570,Tero Lunkka
713580,Tero Lunkka
713580,Valkeala Software
713590,Boogygames Studios
713600,LillyWelland inc.
713610,GexagonVR
713650,Proximity Games
713680,NedoStudio
713780,G. Malta
713800,hf Production
713830,CRJ Games
713840,Nemeton Singularity Simulations
713860,Cleril Calamity Studios
713920,SUNSET GAMES
713940,Blaster Games Studio
713950,Hipix Studio
713980,Lesley Dodd
714010,Statespace
714020,zha7
714020,Phaedruns
714020,Yingke Wu
714060,Supa Serious
714080,"ILINX, Inc."
714130,净土制作室
714130,乌鸦大仙
714240,Walter Machado
714250,Void Studios
714280,Grid Game
714290,Lunarhellgames
714300,b movie games
714360,SirGoose
714370,Square Enix
714530,StudioBACKSTAGE
714570,Boogygames Studios
714580,Google Inc.
714610,Google Inc.
714620,LillyWelland inc.
714640,katanadeath
714640,Alien Jellyfish
714670,Vyacheslav Shilikhin
714730,Team Syukino
714780,Google Inc.
714800,Lose
714840,Arcade Distillery
714880,绿叶工作室
714910,Idellio
714970,Joseph Bramlett
714980,Zarfhome Software
715010,Nickervision Studios
715050,Think Inside The Box
715060,Mihai Morosanu
715090,Rionix
715100,Snowdrop Lab
715210,Bishop Armstrong
715270,HexWar Games
715280,HexWar Games
715290,NodziGames
715310,Acute Games
715350,Khizar Awan
715370,Myarcadegames Studios
715410,Press Pause Games
715430,Slayers' Stronghold Studios
715440,Choice of Games
715460,tamationgames
715470,Metal Fox
715470,Nullysun Studio
715490,Team Above
715510,GamerzDan
715520,WSJ Team
715560,Eastshade Studios
715580,Favorite
715650,YETU GAME
715660,Dark Room Studio
715670,PyrofrogStudos
715690,Kazakov Oleg
715720,Yah_Shi
715760,"UTPlus Interactive, Inc."
715800,The Lordz Games Studio
715840,CSM
715840,Excellente23
715980,Vyacheslav Shilikhin
715990,Bloodline Games
716000,3lb Games
716010,Light Bringer Games inc.
716040,Partial Reality
716050,Wave Light Games Inc.
716070,Smokey Moose Games
716090,DIGIDICED
716100,DIGIDICED
716150,Anxious Neck Games
716190,Marcos Rocha
716230,TheDreik
716230,Xeneder
716240,Mystic cat
716250,Extend Mode
716260,MIROWIN
716310,baKno Games
716330,Vifth Floor
716340,ebi-hime
716360,Awesome Stuff Software
716370,"Luetso, LLC"
716380,tensixfour Creative
716400,WISECAT
716480,Chris Patton
716490,Zachtronics
716560,MythicOwl
716600,JDRumble
716630,Bugbyte Ltd.
716640,Goblinz Studio
716640,Mi-Clos Studio
716650,Stairfall Institute
716680,Dev9k
716710,黄昏フロンティア
716750,Evocat Games
716760,WarSaw Games
716770,Solid9 Studio
716850,Myarcadegames Studios
716870,RewindApp
716890,Ruaz.404
716900,Future Lighthouse
716920,LoadUpGames.com
716940,Primitive Studio
716950,Scourgey Works
717000,Harrison Went
717020,Mythic Chest
717040,RSK Entertainment
717050,Aristotelis Giannakopoulos
717060,Leonardo Alexandrino
717070,Vector Hat
717120,Sky Trail Ltd
717170,Stevemata
717190,Dave Gumble
717200,Danilo Valeite
717240,Lunchbox Edu
717310,Storybird Games
717330,Dnovel
717370,Dexion Games
717380,DigitalWolfByte
717400,SVGames
717450,Brzezinski
717540,The Dangerous Kitchen
717610,The Wandering Ben
717640,Nerial
717640,Synaptic Insight Technology Systems
717670,Agency Principle
717670,Purple Pwny Studios
717680,Boogie Down Games llc
717710,Studio Fawn
717720,Xatrix Entertainment
717760,Star Game Studios
717780,Packet1337 Inc.
717790,DistrictWare inc.
717820,Caden Goodwin
717830,Side Group
717840,Dunfan Lu
717850,Zetsubou
717940,UP DEVELOPMENT LTD.
717950,RandomSpin
717960,Onuralp Kanatsız
717980,祥
717990,Engin Mercan
718010,Pixel Reign
718020,Three Souls Interactive
718030,Cube Factory
718040,LoadUpGames.com
718070,Steven Mildenhall
718080,Best Friend Games
718090,EfimovMax
718120,Noonan.Design
718120,Sean Noonan
718140,Russpuppy
718180,Tower Up Studios
718200,Pixel Blade Games
718210,Aweswan studios
718220,BJGameInd
718240,Emily Peregrine
718250,Wrecked Angle Studios
718270,GreenThumbStudios
718310,Angry Rabbit Studios
718320,BUG-Studio
718330,Mikhail Melnikov
718350,Mahjong Game
718360,Dexion Games
718370,CUTE ANIME GIRLS
718380,"Alzan Studios, LLC"
718410,Curse Box Studios
718470,VactoR
718490,Sacada
718500,Derpy Dinos
718530,QguGame
718540,Paul C. K. W
718560,The Knights of Unity
718590,Hibernian Workshop
718650,Star Drifters
718660,Anime squad
718670,Weather Factory
