appid,publisher
585090,Thorne Games
585180,Open Sorcery Games
585190,EP Games®
585220,SmartHart Games
585240,Activision
585270,Propeller Labs
585290,Big Fish Games
585310,成都小微云联 LittleV
585340,DVERSE Inc.
585360,Stereo7 Games
585410,YoYo Games Ltd.
585420,Flashbulb
585430,Cornutopia Software
585450,Kalypso Media Digital
585500,PlayStack
585550,Back To Basics Gaming
585560,Tero Lunkka
585590,Carnivore Games
585600,YoYo Games Ltd.
585610,YoYo Games Ltd.
585620,YoYo Games Ltd.
585630,Lucid Publishing Ltd
585690,PixelMouse
585710,Applava
585740,Nighthood Games
585750,Ryan Jensen
585770,Gestmorph Games
585820,Crystal Shard
585830,SC Jogos
585840,Eastshade Studios
585860,Acuze Interactives
585880,ebi-hime
585890,ebi-hime
585900,Natsume Inc.
585910,Natsume Inc.
585920,Shambles Software
585940,Cool Beans Studios LLC
585950,Konstructors Entertainment
585950,GrabTheGames
585970,Starwind Games
585990,Woodsy Studio
586020,DigitalBadger Design
586030,Spiritwalk Games
586060,ZOV GAME STUDIO
586080,Omnigames
586100,GameUS Inc
586110,Linden Lab
586130,Tero Lunkka
586140,"H2 Interactive Co., Ltd."
586150,Killer Bees Games
586160,Back To Basics Gaming
586170,phime studio LLC
586200,"Capcom U.S.A, Inc."
586230,Grand Cauldron
586240,Kayabros
586270,Riviysky
586280,Riviysky
586310,Romero Games Ltd.
586320,Back To Basics Gaming
586340,Léo-Games
586350,Walter Machado
586360,Virtual Light VR
586380,Phat Phrog Studios
586390,Nathan Meunier
586430,Eclipse Games
586450,Blaze Epic
586460,Strategic Designs Ltd.
586470,AEY Inc. 
586480,AEY Inc. 
586520,Enjoy Games
586530,AYE Technology
586540,AYE Technology
586570,RodeoNET
586600,RPGVideo
586660,12 East Games
586670,GB Patch Games
586680,Big Fish Games
586690,Big Fish Games
586700,Big Fish Games
586710,Big Fish Games
586740,Big Fish Games
586750,Armor Games Studios
586770,Rich Savage Global Media
586790,WhackAKey Games
586830,Rank17
586880,@unepic_fran
586890,Funystone Inc.
586920,Galdor Studios
586930,Shaman Games Studio
586950,Carbon Studio
586960,Just1337 Publisher
586970,Just1337 Publisher
586980,MadOut Games
586990,Shorebound Studios
587000,Blindflug Studios AG
587010,Foremost Games
587070,Monkeys Tales Studio
587100,XSEED Games
587100,"Marvelous USA, Inc."
587110,XSEED Games
587110,"Marvelous USA, Inc."
587180,Darkwind Media
587210,SUMCOM
587220,Master Indie
587260,Aksys Games
587290,Visual Wordplay
587310,Torch60
587330,UniqueGames
587390,Strong Cube
587400,Zordix AB
587420,HFM Games
587430,Schell Games
587440,Gilded Skull Games
587450,"Urvogel Games, LLC"
587470,Sean Tann
587480,Slight Super Powers
587490,Back To Basics Gaming
587540,Skyjaz Games
587560,Oodlescube
587570,Horizon Studio
587580,GreenerGames
587590,Blue Whale Games
587620,"CAPCOM Co., Ltd."
587690,Motoda Media
587710,Motion Games Studio
587730,Packet39
587770,Mirador Studio
587790,New Reality Games
587810,Snkl Studio
587830,Virtual Rage Studios LLC
587840,Olivier LeClair
587860,OnSkull Games
587920,Incendium LTD
587930,TotalGearGames
587970,Ethan Waite
588030,Altfuture
588040,WMY Studio
588040,AGM PLAYISM
588050,Afterthought Studios
588070,ID Group
588080,Recotechnology S.L.
588090,Atriagames
588100,Atriagames
588110,Big Way
588120,Vetron
588140,Dead Turtle
588160,Assemble Entertainment
588180,Mito Studio
588190,FeelThere 
588200,Cinnoman Games
588210,Zero Gravity
588230,The Secret Experiment
588240,K Bros Games
588290,Anchor Reality
588340,Impromptu Games
588350,Weekend Soft
588410,Vive Studios
588420,oblomysh
588420,EHTechnology
588430,Bethesda Softworks
588490,Throwback Entertainment
588540,QUICKTEQUILA
588550,VOLTHOLE Inc.
588560,Nival
588620,GameHouse
588630,17Studio
588650,Motion Twin
588690,AZAMATIKA
588710,Angry games
588710,RuVN
588730,Majorariatto
588750,WildLabs
588800,Miga
588880,SilentFuture
588890,IMPIRESOFT
588920,大きくて強い
588950,Adult Swim Games
588970,Crew Lab
588980,iNFINITE Production
588990,Ore
589060,Sekai Project
589080,Yomuneco Inc.
589100,Hippy Lizard
589110,PNxDesigns
589150,Headup Games
589160,GameTop.com
589170,HandyGames
589180,Somerset Online Ltd
589200,White Door Games
589220,ICA GAMES
589240,Jaguar Land Rover Limited
589250,Pseudocode Games
589260,Kool2Play
589270,Greyman Studios
589280,HandyGames
589290,Anvil Game Studios
589300,Crescent Moon Games
589320,Toxic Dog
589360,BANDAI NAMCO Entertainment
589380,ByteRockers' Games
589410,Royal Tea Time Studio
589420,usanik
589440,Vault Interactive
589460,Offworld Industries
589470,Beldarak Games
589480,Sekai Project
589510,Yacht Club Games
589530,Idea Factory International
589590,SmashGames
589620,Olivier LeClair
589640,BindleBot
589670,Headbang Club
589670,WhisperGames
589670,Kakehashi
589680,Albert MN.
589690,Artifex Mundi
589730,Skobbejak Games
589740,Blue Horizon Studios Ltd
589760,Creative Pudding Hungary Llc.
589770,4Fufelz
589780,Devolver Digital
589850,LumiNet
589860,NoBreadStudio
589870,Light Bringer Games inc.
590250,Struct9
590270,OOTOTGames
590280,CoughE
590370,Game Troopers SL
590380,Subset Games
590430,Future Lighthouse
590440,Future Lighthouse
590530,"Guruji VR, Inc"
590560,Winding Way Games
590570,BC
590580,Thrive Games
590590,Tolga Ay
590600,Patryk Szuberla
590660,JNA Game
590690,Survios
590720,Mojang
590770,@YearOfTheBob
590820,PowerGaelic
590840,Medicated Games
590870,GameWriterStudio
590910,上海班图网络科技有限公司
590940,H-GAME
590950,SnoutUp
590970,Forever Entertainment S. A.
591000,"LRDGames, Inc."
591010,Dagestan Technology
591080,Gameplay Ltd.
591090,ECC GAMES SP. Z O.O.
591130,MeepHead LLC
591140,Virtually Invincible LLC
591350,Néo-Riki Games
591360,"Salvador Dali Museum, Inc"
591370,Positech Games
591380,Systemic Games
591420,Quiet River
591460,WashBear
591470,Big Fish Games
591560,New Reality Games
591580,Big Fish Games
591610,Red Line Reality
591630,Spotlightor Interactive
591630,Zodiac Interactive
591640,Questro
591660,Slipgate Studios
591680,Catland
591740,Gameloft
591750,Team Gotham
591790,Domas Sabockis
591910,Strategy First
591920,Onteca Ltd 
591920,CGA Simulation
591930,Thomas ZIGHEM
591940,Jonarene
591950,Freshtrax
591960,Kongregate
591990,3D Generation
592020,Happy Badger Studio
592030,Second Wind Interactive
592040,Mark Sowders
592060,Warfare Studios
592100,Blendo Games
592120,inSPIRE Games
592130,4FreaksFiction
592200,Stegalosaurus Game Development
592240,Bartoš Studio
592260,Pyromancers.com
592270,Fruitbat Factory
592300,onebraverobot
592320,Blue Entropy Studios
592340,Games++
592360,华夏动漫
592400,Newfa Games
592410,Vibrant Visuals - Christian Klötzel
592550,Cosy Goat
592560,Neither One Games
592570,Island Bar Games LLC
592620,Sky Trail Ltd
592660,300 fps
592720,Angry Array
592730,Devdan Games
592750,R I MAD
592780,Galaxy Game Studio
592890,Bad Seed
592990,ACE Ed-Venture Studio
593030,Slitherine Ltd.
593070,3 Sprockets
593090,GIPHY Arts
593200,致意
593210,"Tricol Co., Ltd."
593240,SAT-BOX
593250,SAT-BOX
593260,Fevolution Innovation Inc.
593280,PQube Limited
593290,YarGri
593330,Alexander Goodwin
593340,AAG Studio
593400,Float Gallery
593410,Growing Grass Studio
593490,Batholith Entertainment
593530,Zolden Games
593540,Growing Grass Studio
593560,Ehnenu
593600,Snail Games USA
593620,EmmyGames
593670,TrerPlay
593680,Mad Head Games
593700,Nitrome Limited
593730,Dreamverse Entertainment
593740,SEEP
593850,Sebastian Groll
593900,Nightdive Studios
593950,ChemBlock
593970,Druid Technologies
593980,Fastbird Dev Studio
594040,CREW Studio Krüger UG
594050,2ndUp Studios
594120,"Full Bore Studios, LLC"
594130,Tall Tail Studios
594150,IndieRevo
594160,Alex Danilow
594200,"DracoSoftware, LLC"
594300,ForepawSoft
594310,ForepawSoft
594320,NLB project
594330,SadSquare Studio
594350,DEVGRU-P
594360,PeanutButter VR
594370,Mana Wings
594410,Gameplay Studio VR
594490,Leiting Interactive
594550,Bohemia Interactive
594570,SEGA
594570,Feral Interactive (Mac)
594570,Feral Interactive (Linux)
594640,NedoStudio
594650,Crytek
594660,Choice of Games
594680,Lofty Sky Entertainment Inc.
594720,SimProse Studios
594750,"Romans I XVI Gaming, LLC"
594760,SkyKan
594810,Tallbeard Studios LLC
594820,Himeki Games
594950,Rabbiton
594980,Braincells Productions Inc.
595010,Digerati Distribution
595030,Mute Canary
595060,Interplay Entertainment Corp.
595070,zhangwenlu
595080,Jamie Rollo
595090,D.W.S.
595100,Gravity Games
595110,Gran Skrea Online
595120,IdeaX
595130,familyplay
595140,Crema
595150,familyplay
595160,familyplay
595260,Denis Rudoy
595270,Over the Top Games
595280,Imperium42® Game Studio
595300,hOSHI
595320,BisquitPlay
595360,SOLIDMESH
595420,Out of the Park Developments
595430,Mudpike
595440,Microblast Games
595460,K Bros Games
595470,WetWare / Games
595480,Paper Pirates
595520,Square Enix
595550,Forever Entertainment S. A.
595560,Cloak and Dagger Games
595630,GameDevCoop
595640,Glossware Studios
595640,Dosane Games
595660,Sillysoft Games
595690,Jason Rohrer
595730,Visualnoveler
595740,"KOEI TECMO GAMES CO., LTD."
595770,Carbon Games
595780,Sunight Games
595920,Andiks LTD.
595960,Formslingers
595990,Magic Era
596070,Justin Jimmo
596080,Creative Bytes Studios
596200,大きくて強い
596240,Bigzur Games
596260,Noble Fox Games
596270,Big Fish Games
596280,BefuddleBug
596380,Mega Cat Studios
596380,Zerouno Games
596390,DUNEWORLD GAMES INC.
596400,Big Fish Games
596470,Mark Radocy
596530,OmniStorm Gaming
596540,Hosted Games
596590,ThinkOfGames
596620,Gamepires
596630,mibix
596640,Tunnel Vision Studio
596650,Panoramik inc
596690,Vyacheslav Shilikhin
596710,Screwy Lightbulb
596730,Cryobolt Interactive
596740,Rimware
596810,Jungle Coworking
596870,Cristian Manolachi
596870,Atomic Fabrik
596890,Hosted Games
596910,Hosted Games
596940,Llama Software
596950,Visualnoveler
596970,Failbetter Games
596990,Gawkfish Studios
597020,8-bit development llc
597030,Satur Entertainment
597040,Screen 7
597090,LunarCore Games
597110,SlyGames
597120,Unimatrix Productions
597150,Endless Loop Studios
597170,Doborog Games
597190,Chronobit Studios
597200,Rubicon Development
597210,Andy Howard Games
597220,Asymmetric
597230,Wastebasket Games
597240,GCRH
597280,Big Fish Games
597590,Empty Clip Studios
597640,Iron Helmet Games
597670,"PRIME WORKS Co.,Ltd."
597700,IzHard
597720,"IKI STUDIOS, LLC"
597730,Xitilon
597770,Game Cooks
597810,Warfare Studios
597840,DesktopPaints LLC
597860,BadLand Publishing
597900,Zerouno Games
597910,Quantum Engine
597920,IronBoundManzer
597970,Roboto Games
597990,SGS Team
598030,juhbee
598060,Damian Schloter
598070,GexagonVR
598090,Dylan Latham
598170,Jeff Trier
598180,Arcane Architect
598230,GameChanger Studio
598240,CREATIV GAME DEVELOPER LLC.
598330,LVGameDev LLC
598340,Radcroc
598350,Marjupi Games
598440,Crania Games
598450,Dojo Games
598470,VT Publishing
598480,Grimwood Team
598490,Rablo Games
598500,Forever Entertainment S. A.
598530,Naev Team
598590,OrionSoft
598600,Glitch Pixel
598610,Anawiki Games
598620,Anawiki Games
598640,Rightstick Studios
598680,The Ninth Art
598690,Ice World
598700,SakuraGame
598720,Roman Revzin
598810,Asmodee Digital
598840,Rising Star Games
598880,Plug In Digital
598940,JoyBits Ltd.
598960,Jan Zelený
598980,devotid Media
598990,Assemble Entertainment
599000,Assemble Entertainment
599010,Assemble Entertainment
599040,Bidaj
599060,5th Planet Games
599070,Beep2Bleep.com
599080,Question
599090,Atriagames
599100,Atriagames
599140,tinyBuild
599160,Catalope Games
599180,"Studio217, LLC"
599390,Wesnoth Inc.
599420,Applemint
599430,lemonvr
599460,INDIECN
599480,Weixi Studio
599510,Roman Kozhukhov
599560,Artifex Mundi
599600,System 3
599630,Sons of Earth Games
599670,SW-Winsoft
599750,Kremlingames
599800,Dream Real
599840,9 Eyes Game Studio
599840,Stately Snail
599880,IriySoft
599900,Modulesden
599960,Team Shuriken
599990,izzYFoxDev
600000,Classroom Graffiti Productions
600090,Digerati Distribution
600100,Rally Call Software
600120,Pixel Life
600140,Top Right Corner
600150,LADDER
600170,Big Fish Games
600180,Unwieldly Systems
600190,Pixel Perfect Dude
600210,Lasta Dan Publisher
600230,Energize Labs Inc.
600250,Unphysical Machinery
600260,eiNpictures
600280,BattleGoat Studios
600290,Voidless Studios
600310,Pierre Brengues
600330,Hardy Games
600350,Red Iron Labs
600370,Jacob Janerka
600410,Osky Studios
600420,System 3
600430,Asmodee Digital
600430,Days of Wonder
600440,PolarityFlow
600450,Lestyo
600460,Z-Software GmbH
600460,Dustwind Studios
600480,Twice Circled
600500,Koth Studio
600530,Bad Coffee Games
600550,Relentless Game Studios
600580,Field Of Vision
600600,EcoGames
600630,Luxorix Games
600640,Trapped Team
600650,Lumen Labs
600670,oldnag
600690,KINGS GUARD GAMES
600720,Ubisoft
600740,Slitherine Ltd.
600750,Disruptor Beam Inc.
600980,"Puresurface, Inc."
600990,The Voxel Agents
601010,Elven Workshop
601020,Infosuccess3d
601050,"KOEI TECMO GAMES CO., LTD."
601080,Fatmoth
601110,WarPI Games
601120,Youzu Stars
601130,"Knightmare Games, Limited"
601150,"CAPCOM Co., Ltd."
601170,Ara Interactive
601180,the_dobrokot
601200,Pixel After Pixel
601240,Playrock Studios
601250,SVP
601280,Lestyo
601320,Fancy Bear Games
601340,AL-GAME
601380,Phoenix Interactive Studio
601400,Armadillo Studios
601430,Bethesda Softworks
601490,Sony Pictures Virtual Reality
601500,Moongate Digital
601510,Konami Digital Entertainment
601520,World of Dex
601530,Tuttifrutti Interactive
601540,Humble Sage Games
601540,Arrow Face Games
601550,catbull
601570,Sapphire Dragon Productions
601590,BattleGames
601620,productivity-boost.com
601640,Laush Studio
601650,Siberian Digital
601700,Weltrom Studios
601750,Invidious Studios
601760,Weekend Soft
601770,CCP
601790,Hitbear Studio
601810,Feperd Games
601870,Fivesyounger Development
601920,sleepy macaw
601930,Atara Games
601940,哈视奇科技
601990,Teatime Research Ltd.
602000,GuraShop
602010,4 Fun Studio
602040,"Scoles Technologies, LLC"
602070,Tomatotrap
602080,DynF/X Digital
602090,"Janus VR, Inc."
602120,Mokomoto
602130,威震天科技
602140,ComonGames
602150,威震天科技
602160,TreeView Studios
602170,Zotdinex
602180,Vlad Cristian
602200,JustForward
602300,Vague Pixels
602320,Flazm
602430,Plug In Digital
602480,Antler Interactive
602490,Bigben Interactive
602510,Slitherine Ltd.
602520,Sekai Project
602540,Outhouse Games
602550,Masai Interactive
602590,Tizona Interactive
602630,Mixed Reality Worlds
602770,Facepunch Studios
602790,Warfare Studios
602830,Kedexa
602860,Strategy First
602880,Alex Hall
602890,Indovers Studio
602910,Infernal Dream
602930,DeXP
602940,StarSystemStudios™
602970,Disney Interactive
603000,Sometimes You
603010,VitaliZelenyuk
603020,Pugware
603030,Cristian Manolachi
603030,Atomic Fabrik
603040,Siberian Digital
603060,Akim Games
603080,Kisareth Studios
603090,QuickSave
603100,Broken Arms Games Pty Ltd
603120,Razzart Visual
603130,FreezeNova
603140,Stw Projects
603140,Ziel Graywords
603150,Laush Studio
603190,Freedomize Studio
603220,DarkShot Studios
603230,Warka Development
603250,Lucas Parise
603250,Mind Flayer Studios
603260,Liu Lidan
603280,TPM.CO SOFT WORKS
603330,Tryzna83
603340,Monkeys Crowd Entertainment
603350,Kether Studio
603360,azimut team
603370,Dark Light Studio
603380,Zeiva Inc
603400,EuroVideo Medien 
603420,JanduSoft S.L.
603450,2BAD GAMES
603460,Asmodee Digital
603490,LiangDeZhao
603530,Matt Bitner Games
603550,bitComposer Interactive GmbH
603610,Jollyfish Games
603630,Viraug
603700,XGen Studios
603750,WAX Publishing
603790,Meow Studios
603800,Yaeko
603810,TurnVex
603840,We The Force Studios
603850,Łukasz Jakowski Games
603860,Atriagames
603870,Crystal Shard
603880,DEVGRU-P
603890,VT Publishing
603910,"X-STREAM DIGITAL Co., Ltd."
603930,Causal Bit Games Inc.
603930,Hound Picked Games
603940,"Pixel Prototype, LLC"
603960,Team D-13
604000,free08Games
604010,themorfeus
604040,Maulidan Games
604060,Subjunctive Software
604110,Jovian Industries
604140,Timberwolf Studios
604170,onomatope*
604170,MiKandi Japan
604240,Megastorm Games
604300,NiVision
604330,thebrokenhorn
604340,Big Fish Games
604450,ThankCreate Studio
604450,WhisperGames
604490,Spell Helix
604500,Extreme Developers
604550,Dire Boar Games
604630,AO Games Studios
604640,Outer Rim Studios LLC
604740,Three Fields Entertainment
604780,Blender Games
604830,Bitlock Studio
604900,"Second Dimension R&T, LLC"
604920,Blossomsoft
604950,Kyvos Studios
604980,Notus Games Ltd
605040,Rodz
605100,EnsenaSoft
605110,EnsenaSoft
605160,Digital Upthrust
605180,ANASTASI SUKHONOSOVA
605190,"Schoolfield Games, LLC"
605200,Yobowargames
605210,Back To Basics Gaming
605220,Enjoy Games
605230,Loading Home
605250,Funbit Pty Ltd
605310,Wishing Entertainment
605410,MadLab Games
605450,Sólfar Studios
605490,Three Frog Studios
605500,5Wolf
605510,Atriagames
605530,Tatyana Murzina
605610,SMU Guildhall
605740,Excalibur Games
605760,ghiboz
605770,Funomena
605790,Big Fish Games
605830,Outer Brain Studios
605850,Reality Reflection
605860,zhangwenlu
605910,cada
605920,Betterburg
605990,GameHouse
606000,Monster Couch
606010,weelco_vr
606030,Orangepixel
606050,Lestyo
606060,PrimeBit Games S.A.
606150,11 bit studios
606190,AAG Studio
606230,MuHa Games
606270,MobileFusion Apps Ltd
606280,THQ Nordic
606300,Flying Interactive
606330,IceTorch Interactive
606360,Heavy Kick Games
606370,Square Enix
606480,Irisloft
606490,MoFunZone Inc
606500,Ballistic Interactive
606510,Frontwing USA
606520,Frontwing USA
606670,TetedeBUG
606680,THQ Nordic
606690,NewWestGames
606710,THQ Nordic
606720,Fishmoose Interactive
606730,HandyGames
606790,Croteam Incubator
606800,Hovgaard Games
606850,Arbisoft
606860,Tonguç Bodur
606870,FireFly Studios
606890,Focus Home Interactive
606920,Aesthetic Interactive
606940,Big Fun Games
606950,Phobetor
606950,Plug In Digital
606960,Madbox Entertainment
607020,Aldorlea Games
607030,Warfare Studios
607040,Warfare Studios
607050,Chucklefish
607120,Sierra
607160,ExtraSaucySauce
607190,PotatoFaceGames
607200,AlternativaPlatform Ltd.
607210,Moonz Studioz
607230,game 'o clock studios
607260,McKay
607270,André Bertaglia
607330,Digigo
607360,"Zero Mass Energy, Inc"
607400,Cat Nigiri
607440,Bitlock Studio
607460,Screenzilla Entertainment
607490,Retrotainment Games
607590,Lindero Edutainment
607660,Hardtalk Studio
607670,Miryn Innovation
607680,aqwatron
607720,Hypersome Games
607760,UziGames
607770,Fungi In The Basement
607780,Red Skald
607820,Stormseeker Games
607860,"Bully Innovation Group, Inc."
607880,BANDAI NAMCO Entertainment
607890,BANDAI NAMCO Entertainment
608000,LIFE VR
608110,Optical Override
608190,Gaugepunk Games
608370,"Player Of Music Technology Co.,Ltd"
608390,YarGri
608440,TraxxGames
608530,Abyss Gameworks
608540,SmokinSkull
608560,YarGri
608560,EHTechnology
608580,Interactive Gaming Studios
608630,Mamilos Club Studios
608660,Eugeny Butakov
608760,JoyBits Ltd.
608800,Muse Games
608830,NedoStudio
608870,The Shady Gentlemen
608990,The Archotek Project Team 
609010,VRGEN
609100,Sunlight Games
609150,Square Enix
609170,Tungsten Games
609320,Mixtvision
609400,Liam Swetnam
609410,Crash Wave Games Inc.
609490,Devolver Digital
609720,Ennui Studio
609760,Choice of Games
609940,Ankama Games
609990,ByteRockers' Games
610080,Kongregate
610090,Prismic Studios
610110,Big Fish Games
610120,Anate Studio
610130,Rasul Mono
610180,"Jackbox Games, Inc."
610190,"KOEI TECMO GAMES CO., LTD."
610210,New Orbit Games
610250,Ransacked Studios
610260,Funny Twins
610310,EvilCoGames
610350,Kogei
610360,Quiet River
610380,Kerim Kumbasar
610390,Riviysky
610410,Manufacture 43
610460,Plug In Digital
610500,Double Dice Games
610550,Big Fish Games
610560,Sometimes You
610570,GrabTheGames
610610,Sekai Project
610660,Laush Studio
610670,azimut team
610680,StormCube Games
610730,GoeX GameS
610740,None
610750,Yume Creations
610780,VGstudio
610810,Xorcerox
610840,Stas Shostak
610860,Interplay Entertainment Corp.
610930,VT Publishing
610940,MoYi Technology
610960,"Beijing New Era Network Technology Co., Ltd."
610980,Sony Music Entertainment (Japan) Inc. / UNTIES
611020,LLC RIKOR IMT
611040,Teal Fire
611050,Transmedia Entertainment
611060,Output Games
611060,indienova
611080,Odysseus
611090,Eden Agency
611120,IKEA Communications AB
611140,Idea Cabin
611160,Nordic Trolls
611180,Lion Castle Entertainment
611230,The Box Studio
611260,Hero Blocks ApS
611320,FelGC.GamesDevelopment
611350,HFM Games
611390,Zeiva Inc
611500,Bethesda Softworks
611620,SilentFuture
611630,Skeleton Crew Studios
611640,JeliLiam
611660,Bethesda Softworks
611670,Bethesda Softworks
611690,GameBubble06
611710,Super Walrus Games
611720,AncientSky Games
611730,"FAT BOMB STUDIOS, LLC"
611750,Steel Arts
611760,Armor Games Studios
611770,Xitilon
611780,Andrei Romanov
611790,"Eek! Games, LLC"
611800,CloudWeight Studios
611810,Texas Interactive
611830,Bambastic Games
611850,Spytihněv
611860,Flying Islands Team
611960,BeagleGames
611970,Solo Grind
611980,Crew Lab
612010,Greenlight Games
612020,Berzerk Studio
612030,Bolt Virtual
612050,3DIQ
612070,Spacelight Studio
612100,7DOTS
612110,7DOTS
612120,Duplicator Studio
612140,DXF Games
612150,Nifty Productions
612160,MOKKOGRAD
612170,Baba Yaga Games
612190,ifgames studio
612220,LaoniuStudio
612250,RAV3 Interactive
612300,Kalypso Media Digital
612310,jgallant
612370,Tree Men Games
612380,Dozen Minds OU
612390,Raw Fury
612430,NedoStudio
612440,The Cable Center
612470,DryGin Studios
612510,"Project ""The Game"""
612520,Kalypso Media Digital
612540,Kalypso Media Digital
612570,All in! Games
612590,SMU Guildhall
612600,Surreal Games
612610,Solid Patterns
612620,Goldbar Games
612720,Stardog Games
612740,Rice Cooker Republic
612790,The Pulse
612820,YummyYummyTummy
612840,DNV
612880,Bethesda Softworks
612890,Carbon Incubator
612930,PQube Limited
613010,Luo Zhi En
613020,FoxLeap
613040,-
613100,Frozen District
613100,PlayWay S.A.
613120,HexWar Games
613130,Subdream Studios
613190,Aleksandar Kuzmanovic Games Inc.
613200,Duskroad Games
613210,BySamb
613240,Interplay
613270,Corpix Games
613330,iCandy Games Inc.
613370,Hydra Interactive
613390,Volker Elzner
613400,Klassen Games
613410,"Digital Cookie Co., Ltd."
613420,Kraken Bit
613450,Levall Games AB
613470,Headup Games
613470,Kalypso Media Digital
613590,KURB
613590,Plug In Digital
613610,Monkeys With Keyboards
613620,Cronos Interactive
613670,Dragon Wing Studio
613730,Room710Games
613790,Egidijus Bachur
613830,Square Enix
613850,Radiance Games
613860,Lock 'n Load Publishing
613880,Microsoft Studios
613970,Magic Dungeon Studio
613980,Sky Nite
614030,KFriske Studios
614050,BIG WOOD GAMES
614090,Square Enix 
614100,Plug In Digital
614130,Slitherine Ltd.
614140,BadLand Publishing
614150,2Frogs Software
614160,Golden Frog
614250,Cuirass Entertainment Ltd.
614260,IndieGala
614380,Big Fish Games
614460,AmberTail
614530,AGM PLAYISM
614550,MissingNo Studio
614560,Silver Cow Studio
614570,Bethesda Softworks
614630,Tiny Titan Studios
614650,Big Fish Games
614660,Vulkano Forge
614700,"8th Shore, Inc."
614710,Holospark
614770,Digital Fusion Inc.
614830,ciwolsey
614850,Applemint
614880,Sonera Game Studio
614890,Class-X Games
614900,Paleno Games
614910,Paleno Games
614940,"PigDogGames,LLC"
614950,Quantized Bit
614960,CWH Entertainment
614970,GexagonVR
615010,Electrocosmos
615020,Contec Games
615070,Jason Baird
615080,Hammer Games
615090,Badim
615120,Bevan McKechnie
615150,OneShark
615160,Sunshine Games
615180,Frymore
615250,Interplay Entertainment Corp.
615270,Metaverse Studio
615330,Bellcat Game
615340,FIVE-BN GAMES
615350,Artifex Mundi
615390,Obi-Wanya
615400,Game Troopers
615460,Indiesquare
615550,Phr00t's Software
615590,Zabuza Labs
615610,Nickervision Studios
615630,"iVR, LLC."
615650,Mountain Dew
615670,Rat King Entertainment
615680,Warfare Studios
615730,HeR Interactive
615770,HeR Interactive
615780,HeR Interactive
615910,"Aargle, LLC"
615970,Alawar Entertainment
616000,Super God
616030,Leaning Tower Studio
616040,Pixelsplit
616050,"VRAD, Inc"
616110,Devolver Digital
616220,Brave Little Studios
616240,Iceflake Studios
616250,PixelFade Inc
616330,bonefrog
616360,EHTechnology
616520,Pixeljam
616560,Brilliant Game Studios
616620,Flaming Firefly 
616640,Brantisky Interactive
616650,Reality Reflection
616660,Tantawowa
616690,Stupid Massive Unbelievable Games
616720,Pavo Studio
616740,净土制作室
616740,轻文
616750,HandyGames
616860,Anawiki Games
616880,Happy Robot Games
616890,Poly Poly Games
617020,Borokai Studio
617030,CodeBullet
617060,DMG Entertainment
617160,"YGGDRAZIL GROUP CO.,LTD"
617170,Atriagames
617230,Rockywood Studios
617270,Raptisoft
617420,Blue Sunset Games
617430,Sekai Project
617440,Game Ever Studio
617480,Event Horizon
617590,Corrosive Studios LLC
617600,Edgehill CGI
617610,BottleCube inc.
617620,iBlackpen
617630,Tencent Games
617660,SimonCreative
617670,Quiet River
617680,Rusto
617690,DarkSun Studio
617690,Gamera Game
617700,Weed Games
617710,REX PEX GAMES
617750,Shortfuse Studio
617820,Narrator
617830,SUPERHOT Team
617970,Winter Wolves
618050,ZOV GAME STUDIO
618070,Team Grybanser Fox
618080,Cold Beam Games
618120,YarGri
618120,EHTechnology
618140,SC Jogos
618170,DRUNKEN APES
618190,Perfect Square Studios LLC
618200,Skylands Dev Team
618210,Blazing Planet Studio
618260,Gestmorph Games
618270,Prey Interactive
618310,Meridian4
618350,Dual Heights Software
618360,Adam DeLease
618370,Boomzap Entertainment
618430,Top Hat Studios Inc
618470,Forever Entertainment S. A.
618490,Forever Entertainment S. A.
618500,SlimeQ
618510,Zanardi and Liza
618540,Zotdinex
618550,Argent Games
618570,CJG Studio Ltd
618590,jackstree
618630,Dragon Slumber
618640,crowgames UG (haftungsbeschränkt)
618650,Geronimo Interactive
618670,OxPrimeStudio
618690,AmusedSloth
618710,D3 PUBLISHER
618720,AGM PLAYISM
618740,Cold Beam Games
618750,ID Card
618760,Valkyria
618920,Silver Machine Studios
618950,Mango Protocol
618970,Bigben Interactive
618990,CoaguCo Industries
619000,boxmyth
619010,Painted Sky Studios
619100,IndieRevo
619140,Robert Ferry
619150,Nival
619210,"mtb design works, inc."
619220,GameChanger Studio
619230,Vempire Entertainment
619280,Hunchback Studio
619290,Out of the Park Developments
619310,Glyph Worlds
619330,Alekseev
619340,NEZOS GAMES
619350,Feline Fuelled Games
619380,BRAINEART
619400,Amaterasu Software
619430,Hammer Games
619470,Tiny Pixel
619480,Xelphyre Games
619490,Mikhail Nevsky
619500,Stonebrick Studios UG
619520,Vyacheslav Shilikhin
619550,Valynx Studio
619590,Tachyon Factory
619600,Business Mouse Studios
619620,MGP
619670,Palomino Studio
619700,Tate Multimedia
619740,VaNyuHa
619780,Devolver Digital
619810,GameHouse
619870,Jonas Kyratzes
619880,Ubisoft
619890,Giant Fox Studios
619910,nanos GbR
619910,Square Enix
619930,Grey Alien Games
620070,Ratloop Games Canada
620080,Sekai Project
620130,QuickSave
620140,Squawkybird Games
620170,Midwest Video Games
620190,Seacorp Technologies 
620200,Ertal Games
620210,Sekai Project
620220,Redblack Spade
620240,Chess no choke games
